user_id,community_type,community_id,community_size
user_0322,work_groups,work_groups_11,5
user_0323,work_groups,work_groups_12,8
user_0324,work_groups,work_groups_12,8
user_0325,work_groups,work_groups_12,8
user_0326,work_groups,work_groups_12,8
user_0327,work_groups,work_groups_12,8
user_0328,work_groups,work_groups_12,8
user_0329,work_groups,work_groups_12,8
user_0330,work_groups,work_groups_12,8
user_0331,work_groups,work_groups_13,5
user_0332,work_groups,work_groups_13,5
user_0333,work_groups,work_groups_13,5
user_0334,work_groups,work_groups_13,5
user_0335,work_groups,work_groups_13,5
user_0336,work_groups,work_groups_14,3
user_0337,work_groups,work_groups_14,3
user_0338,work_groups,work_groups_14,3
user_0339,work_groups,work_groups_15,5
user_0340,work_groups,work_groups_15,5
user_0341,work_groups,work_groups_15,5
user_0342,work_groups,work_groups_15,5
user_0343,work_groups,work_groups_15,5
user_0344,work_groups,work_groups_16,12
user_0345,work_groups,work_groups_16,12
user_0346,work_groups,work_groups_16,12
user_0347,work_groups,work_groups_16,12
user_0348,work_groups,work_groups_16,12
user_0349,work_groups,work_groups_16,12
user_0350,work_groups,work_groups_16,12
user_0351,work_groups,work_groups_16,12
user_0352,work_groups,work_groups_16,12
user_0353,work_groups,work_groups_16,12
user_0354,work_groups,work_groups_16,12
user_0355,work_groups,work_groups_16,12
user_0356,work_groups,work_groups_17,5
user_0357,work_groups,work_groups_17,5
user_0358,work_groups,work_groups_17,5
user_0359,work_groups,work_groups_17,5
user_0360,work_groups,work_groups_17,5
user_0361,work_groups,work_groups_18,12
user_0362,work_groups,work_groups_18,12
user_0363,work_groups,work_groups_18,12
user_0364,work_groups,work_groups_18,12
user_0365,work_groups,work_groups_18,12
user_0366,work_groups,work_groups_18,12
user_0367,work_groups,work_groups_18,12
user_0368,work_groups,work_groups_18,12
user_0369,work_groups,work_groups_18,12
user_0370,work_groups,work_groups_18,12
user_0371,work_groups,work_groups_18,12
user_0372,work_groups,work_groups_18,12
user_0373,work_groups,work_groups_19,8
user_0374,work_groups,work_groups_19,8
user_0375,work_groups,work_groups_19,8
user_0376,work_groups,work_groups_19,8
user_0377,work_groups,work_groups_19,8
user_0378,work_groups,work_groups_19,8
user_0379,work_groups,work_groups_19,8
user_0380,work_groups,work_groups_19,8
user_0381,work_groups,work_groups_20,3
user_0382,work_groups,work_groups_20,3
user_0383,work_groups,work_groups_20,3
user_0384,work_groups,work_groups_21,8
user_0385,work_groups,work_groups_21,8
user_0386,work_groups,work_groups_21,8
user_0387,work_groups,work_groups_21,8
user_0388,work_groups,work_groups_21,8
user_0389,work_groups,work_groups_21,8
user_0390,work_groups,work_groups_21,8
user_0391,work_groups,work_groups_21,8
user_0392,work_groups,work_groups_22,5
user_0393,work_groups,work_groups_22,5
user_0394,work_groups,work_groups_22,5
user_0395,work_groups,work_groups_22,5
user_0396,work_groups,work_groups_22,5
user_0397,work_groups,work_groups_23,5
user_0398,work_groups,work_groups_23,5
user_0399,work_groups,work_groups_23,5
user_0400,work_groups,work_groups_23,5
user_0401,work_groups,work_groups_23,5
user_0402,work_groups,work_groups_24,3
user_0403,work_groups,work_groups_24,3
user_0404,work_groups,work_groups_24,3
user_0405,work_groups,work_groups_25,5
user_0406,work_groups,work_groups_25,5
user_0407,work_groups,work_groups_25,5
user_0408,work_groups,work_groups_25,5
user_0409,work_groups,work_groups_25,5
user_0410,work_groups,work_groups_26,3
user_0411,work_groups,work_groups_26,3
user_0412,work_groups,work_groups_26,3
user_0413,work_groups,work_groups_27,5
user_0414,work_groups,work_groups_27,5
user_0415,work_groups,work_groups_27,5
user_0416,work_groups,work_groups_27,5
user_0417,work_groups,work_groups_27,5
user_0418,work_groups,work_groups_28,5
user_0419,work_groups,work_groups_28,5
user_0420,work_groups,work_groups_28,5
user_0421,work_groups,work_groups_28,5
user_0422,work_groups,work_groups_28,5
user_0423,work_groups,work_groups_29,12
user_0424,work_groups,work_groups_29,12
user_0425,work_groups,work_groups_29,12
user_0426,work_groups,work_groups_29,12
user_0427,work_groups,work_groups_29,12
user_0428,work_groups,work_groups_29,12
user_0429,work_groups,work_groups_29,12
user_0430,work_groups,work_groups_29,12
user_0431,work_groups,work_groups_29,12
user_0432,work_groups,work_groups_29,12
user_0433,work_groups,work_groups_29,12
user_0434,work_groups,work_groups_29,12
user_0435,friend_circles,friend_circles_0,4
user_0436,friend_circles,friend_circles_0,4
user_0437,friend_circles,friend_circles_0,4
user_0438,friend_circles,friend_circles_0,4
user_0439,friend_circles,friend_circles_1,4
user_0440,friend_circles,friend_circles_1,4
user_0441,friend_circles,friend_circles_1,4
user_0442,friend_circles,friend_circles_1,4
user_0443,friend_circles,friend_circles_2,4
user_0444,friend_circles,friend_circles_2,4
user_0445,friend_circles,friend_circles_2,4
user_0446,friend_circles,friend_circles_2,4
user_0447,friend_circles,friend_circles_3,4
user_0448,friend_circles,friend_circles_3,4
user_0449,friend_circles,friend_circles_3,4
user_0450,friend_circles,friend_circles_3,4
user_0451,friend_circles,friend_circles_4,4
user_0452,friend_circles,friend_circles_4,4
user_0453,friend_circles,friend_circles_4,4
user_0454,friend_circles,friend_circles_4,4
user_0455,friend_circles,friend_circles_5,4
user_0456,friend_circles,friend_circles_5,4
user_0457,friend_circles,friend_circles_5,4
user_0458,friend_circles,friend_circles_5,4
user_0459,friend_circles,friend_circles_6,4
user_0460,friend_circles,friend_circles_6,4
user_0461,friend_circles,friend_circles_6,4
user_0462,friend_circles,friend_circles_6,4
user_0463,friend_circles,friend_circles_7,4
user_0464,friend_circles,friend_circles_7,4
user_0465,friend_circles,friend_circles_7,4
user_0466,friend_circles,friend_circles_7,4
user_0467,friend_circles,friend_circles_8,4
user_0468,friend_circles,friend_circles_8,4
user_0469,friend_circles,friend_circles_8,4
user_0470,friend_circles,friend_circles_8,4
user_0471,friend_circles,friend_circles_9,4
user_0472,friend_circles,friend_circles_9,4
user_0473,friend_circles,friend_circles_9,4
user_0474,friend_circles,friend_circles_9,4
user_0475,friend_circles,friend_circles_10,4
user_0476,friend_circles,friend_circles_10,4
user_0477,friend_circles,friend_circles_10,4
user_0478,friend_circles,friend_circles_10,4
user_0479,friend_circles,friend_circles_11,4
user_0480,friend_circles,friend_circles_11,4
user_0481,friend_circles,friend_circles_11,4
user_0482,friend_circles,friend_circles_11,4
user_0483,friend_circles,friend_circles_12,4
user_0484,friend_circles,friend_circles_12,4
user_0485,friend_circles,friend_circles_12,4
user_0486,friend_circles,friend_circles_12,4
user_0487,friend_circles,friend_circles_13,4
user_0488,friend_circles,friend_circles_13,4
user_0489,friend_circles,friend_circles_13,4
user_0490,friend_circles,friend_circles_13,4
user_0491,friend_circles,friend_circles_14,4
user_0492,friend_circles,friend_circles_14,4
user_0493,friend_circles,friend_circles_14,4
user_0494,friend_circles,friend_circles_14,4
user_0495,friend_circles,friend_circles_15,4
user_0496,friend_circles,friend_circles_15,4
user_0497,friend_circles,friend_circles_15,4
user_0498,friend_circles,friend_circles_15,4
user_0499,friend_circles,friend_circles_16,4
user_0500,friend_circles,friend_circles_16,4
user_0501,friend_circles,friend_circles_16,4
user_0502,friend_circles,friend_circles_16,4
user_0503,friend_circles,friend_circles_17,4
user_0504,friend_circles,friend_circles_17,4
user_0505,friend_circles,friend_circles_17,4
user_0506,friend_circles,friend_circles_17,4
user_0507,friend_circles,friend_circles_18,4
user_0508,friend_circles,friend_circles_18,4
user_0509,friend_circles,friend_circles_18,4
user_0510,friend_circles,friend_circles_18,4
user_0511,friend_circles,friend_circles_19,4
user_0512,friend_circles,friend_circles_19,4
user_0513,friend_circles,friend_circles_19,4
user_0514,friend_circles,friend_circles_19,4
user_0515,friend_circles,friend_circles_20,4
user_0516,friend_circles,friend_circles_20,4
user_0517,friend_circles,friend_circles_20,4
user_0518,friend_circles,friend_circles_20,4
user_0519,friend_circles,friend_circles_21,4
user_0520,friend_circles,friend_circles_21,4
user_0521,friend_circles,friend_circles_21,4
user_0522,friend_circles,friend_circles_21,4
user_0523,friend_circles,friend_circles_22,4
user_0524,friend_circles,friend_circles_22,4
user_0525,friend_circles,friend_circles_22,4
user_0526,friend_circles,friend_circles_22,4
user_0527,friend_circles,friend_circles_23,4
user_0528,friend_circles,friend_circles_23,4
user_0529,friend_circles,friend_circles_23,4
user_0530,friend_circles,friend_circles_23,4
user_0531,friend_circles,friend_circles_24,4
user_0532,friend_circles,friend_circles_24,4
user_0533,friend_circles,friend_circles_24,4
user_0534,friend_circles,friend_circles_24,4
user_0535,friend_circles,friend_circles_25,4
user_0536,friend_circles,friend_circles_25,4
user_0537,friend_circles,friend_circles_25,4
user_0538,friend_circles,friend_circles_25,4
user_0539,friend_circles,friend_circles_26,4
user_0540,friend_circles,friend_circles_26,4
user_0541,friend_circles,friend_circles_26,4
user_0542,friend_circles,friend_circles_26,4
user_0543,friend_circles,friend_circles_27,4
user_0544,friend_circles,friend_circles_27,4
user_0545,friend_circles,friend_circles_27,4
user_0546,friend_circles,friend_circles_27,4
user_0547,friend_circles,friend_circles_28,4
user_0548,friend_circles,friend_circles_28,4
user_0549,friend_circles,friend_circles_28,4
user_0550,friend_circles,friend_circles_28,4
user_0551,friend_circles,friend_circles_29,4
user_0552,friend_circles,friend_circles_29,4
user_0553,friend_circles,friend_circles_29,4
user_0554,friend_circles,friend_circles_29,4
user_0555,friend_circles,friend_circles_30,4
user_0556,friend_circles,friend_circles_30,4
user_0557,friend_circles,friend_circles_30,4
user_0558,friend_circles,friend_circles_30,4
user_0559,friend_circles,friend_circles_31,4
user_0560,friend_circles,friend_circles_31,4
user_0561,friend_circles,friend_circles_31,4
user_0562,friend_circles,friend_circles_31,4
user_0563,friend_circles,friend_circles_32,4
user_0564,friend_circles,friend_circles_32,4
user_0565,friend_circles,friend_circles_32,4
user_0566,friend_circles,friend_circles_32,4
user_0567,friend_circles,friend_circles_33,4
user_0568,friend_circles,friend_circles_33,4
user_0569,friend_circles,friend_circles_33,4
user_0570,friend_circles,friend_circles_33,4
user_0571,friend_circles,friend_circles_34,4
user_0572,friend_circles,friend_circles_34,4
user_0573,friend_circles,friend_circles_34,4
user_0574,friend_circles,friend_circles_34,4
user_0575,friend_circles,friend_circles_35,4
user_0576,friend_circles,friend_circles_35,4
user_0577,friend_circles,friend_circles_35,4
user_0578,friend_circles,friend_circles_35,4
user_0579,friend_circles,friend_circles_36,4
user_0580,friend_circles,friend_circles_36,4
user_0581,friend_circles,friend_circles_36,4
user_0582,friend_circles,friend_circles_36,4
user_0583,friend_circles,friend_circles_37,4
user_0584,friend_circles,friend_circles_37,4
user_0585,friend_circles,friend_circles_37,4
user_0586,friend_circles,friend_circles_37,4
user_0587,friend_circles,friend_circles_38,4
user_0588,friend_circles,friend_circles_38,4
user_0589,friend_circles,friend_circles_38,4
user_0590,friend_circles,friend_circles_38,4
user_0591,friend_circles,friend_circles_39,4
user_0592,friend_circles,friend_circles_39,4
user_0593,friend_circles,friend_circles_39,4
user_0594,friend_circles,friend_circles_39,4
user_0595,friend_circles,friend_circles_40,4
user_0596,friend_circles,friend_circles_40,4
user_0597,friend_circles,friend_circles_40,4
user_0598,friend_circles,friend_circles_40,4
user_0599,friend_circles,friend_circles_41,4
user_0600,friend_circles,friend_circles_41,4
user_0601,friend_circles,friend_circles_41,4
user_0602,friend_circles,friend_circles_41,4
user_0603,friend_circles,friend_circles_42,4
user_0604,friend_circles,friend_circles_42,4
user_0605,friend_circles,friend_circles_42,4
user_0606,friend_circles,friend_circles_42,4
user_0607,friend_circles,friend_circles_43,4
user_0608,friend_circles,friend_circles_43,4
user_0609,friend_circles,friend_circles_43,4
user_0610,friend_circles,friend_circles_43,4
user_0611,friend_circles,friend_circles_44,4
user_0612,friend_circles,friend_circles_44,4
user_0613,friend_circles,friend_circles_44,4
user_0614,friend_circles,friend_circles_44,4
user_0615,friend_circles,friend_circles_45,4
user_0616,friend_circles,friend_circles_45,4
user_0617,friend_circles,friend_circles_45,4
user_0618,friend_circles,friend_circles_45,4
user_0619,friend_circles,friend_circles_46,4
user_0620,friend_circles,friend_circles_46,4
user_0621,friend_circles,friend_circles_46,4
user_0622,friend_circles,friend_circles_46,4
user_0623,friend_circles,friend_circles_47,4
user_0624,friend_circles,friend_circles_47,4
user_0625,friend_circles,friend_circles_47,4
user_0626,friend_circles,friend_circles_47,4
user_0627,friend_circles,friend_circles_48,4
user_0628,friend_circles,friend_circles_48,4
user_0629,friend_circles,friend_circles_48,4
user_0630,friend_circles,friend_circles_48,4
user_0631,friend_circles,friend_circles_49,4
user_0632,friend_circles,friend_circles_49,4
user_0633,friend_circles,friend_circles_49,4
user_0634,friend_circles,friend_circles_49,4
user_0635,friend_circles,friend_circles_50,4
user_0636,friend_circles,friend_circles_50,4
user_0637,friend_circles,friend_circles_50,4
user_0638,friend_circles,friend_circles_50,4
user_0639,friend_circles,friend_circles_51,4
user_0640,friend_circles,friend_circles_51,4
user_0641,friend_circles,friend_circles_51,4
user_0642,friend_circles,friend_circles_51,4
user_0643,friend_circles,friend_circles_52,4
user_0644,friend_circles,friend_circles_52,4
user_0645,friend_circles,friend_circles_52,4
user_0646,friend_circles,friend_circles_52,4
user_0647,friend_circles,friend_circles_53,4
user_0648,friend_circles,friend_circles_53,4
user_0649,friend_circles,friend_circles_53,4
user_0650,friend_circles,friend_circles_53,4
user_0651,friend_circles,friend_circles_54,4
user_0652,friend_circles,friend_circles_54,4
user_0653,friend_circles,friend_circles_54,4
user_0654,friend_circles,friend_circles_54,4
user_0655,friend_circles,friend_circles_55,4
user_0656,friend_circles,friend_circles_55,4
user_0657,friend_circles,friend_circles_55,4
user_0658,friend_circles,friend_circles_55,4
user_0659,friend_circles,friend_circles_56,4
user_0660,friend_circles,friend_circles_56,4
user_0661,friend_circles,friend_circles_56,4
user_0662,friend_circles,friend_circles_56,4
user_0663,friend_circles,friend_circles_57,4
user_0664,friend_circles,friend_circles_57,4
user_0665,friend_circles,friend_circles_57,4
user_0666,friend_circles,friend_circles_57,4
user_0667,friend_circles,friend_circles_58,4
user_0668,friend_circles,friend_circles_58,4
user_0669,friend_circles,friend_circles_58,4
user_0670,friend_circles,friend_circles_58,4
user_0671,friend_circles,friend_circles_59,4
user_0672,friend_circles,friend_circles_59,4
user_0673,friend_circles,friend_circles_59,4
user_0674,friend_circles,friend_circles_59,4
user_0675,friend_circles,friend_circles_60,4
user_0676,friend_circles,friend_circles_60,4
user_0677,friend_circles,friend_circles_60,4
user_0678,friend_circles,friend_circles_60,4
user_0679,friend_circles,friend_circles_61,4
user_0680,friend_circles,friend_circles_61,4
user_0681,friend_circles,friend_circles_61,4
user_0682,friend_circles,friend_circles_61,4
user_0683,friend_circles,friend_circles_62,4
user_0684,friend_circles,friend_circles_62,4
user_0685,friend_circles,friend_circles_62,4
user_0686,friend_circles,friend_circles_62,4
user_0687,friend_circles,friend_circles_63,4
user_0688,friend_circles,friend_circles_63,4
user_0689,friend_circles,friend_circles_63,4
user_0690,friend_circles,friend_circles_63,4
user_0691,friend_circles,friend_circles_64,4
user_0692,friend_circles,friend_circles_64,4
user_0693,friend_circles,friend_circles_64,4
user_0694,friend_circles,friend_circles_64,4
user_0695,friend_circles,friend_circles_65,4
user_0696,friend_circles,friend_circles_65,4
user_0697,friend_circles,friend_circles_65,4
user_0698,friend_circles,friend_circles_65,4
user_0699,friend_circles,friend_circles_66,4
user_0700,friend_circles,friend_circles_66,4
user_0701,friend_circles,friend_circles_66,4
user_0702,friend_circles,friend_circles_66,4
user_0703,friend_circles,friend_circles_67,4
user_0704,friend_circles,friend_circles_67,4
user_0705,friend_circles,friend_circles_67,4
user_0706,friend_circles,friend_circles_67,4
user_0707,friend_circles,friend_circles_68,4
user_0708,friend_circles,friend_circles_68,4
user_0709,friend_circles,friend_circles_68,4
user_0710,friend_circles,friend_circles_68,4
user_0711,friend_circles,friend_circles_69,4
user_0712,friend_circles,friend_circles_69,4
user_0713,friend_circles,friend_circles_69,4
user_0714,friend_circles,friend_circles_69,4
user_0715,friend_circles,friend_circles_70,4
user_0716,friend_circles,friend_circles_70,4
user_0717,friend_circles,friend_circles_70,4
user_0718,friend_circles,friend_circles_70,4
user_0719,friend_circles,friend_circles_71,4
user_0720,friend_circles,friend_circles_71,4
user_0721,friend_circles,friend_circles_71,4
user_0722,friend_circles,friend_circles_71,4
user_0723,friend_circles,friend_circles_72,4
user_0724,friend_circles,friend_circles_72,4
user_0725,friend_circles,friend_circles_72,4
user_0726,friend_circles,friend_circles_72,4
user_0727,friend_circles,friend_circles_73,4
user_0728,friend_circles,friend_circles_73,4
user_0729,friend_circles,friend_circles_73,4
user_0730,friend_circles,friend_circles_73,4
user_0731,friend_circles,friend_circles_74,4
user_0732,friend_circles,friend_circles_74,4
user_0733,friend_circles,friend_circles_74,4
user_0734,friend_circles,friend_circles_74,4
user_0735,friend_circles,friend_circles_75,4
user_0736,friend_circles,friend_circles_75,4
user_0737,friend_circles,friend_circles_75,4
user_0738,friend_circles,friend_circles_75,4
user_0739,friend_circles,friend_circles_76,4
user_0740,friend_circles,friend_circles_76,4
user_0741,friend_circles,friend_circles_76,4
user_0742,friend_circles,friend_circles_76,4
user_0743,friend_circles,friend_circles_77,4
user_0744,friend_circles,friend_circles_77,4
user_0745,friend_circles,friend_circles_77,4
user_0746,friend_circles,friend_circles_77,4
user_0747,friend_circles,friend_circles_78,4
user_0748,friend_circles,friend_circles_78,4
user_0749,friend_circles,friend_circles_78,4
user_0750,friend_circles,friend_circles_78,4
user_0751,friend_circles,friend_circles_79,4
user_0752,friend_circles,friend_circles_79,4
user_0753,friend_circles,friend_circles_79,4
user_0754,friend_circles,friend_circles_79,4
user_0755,friend_circles,friend_circles_80,4
user_0756,friend_circles,friend_circles_80,4
user_0757,friend_circles,friend_circles_80,4
user_0758,friend_circles,friend_circles_80,4
user_0759,friend_circles,friend_circles_81,4
user_0760,friend_circles,friend_circles_81,4
user_0761,friend_circles,friend_circles_81,4
user_0762,friend_circles,friend_circles_81,4
user_0763,friend_circles,friend_circles_82,4
user_0764,friend_circles,friend_circles_82,4
user_0765,friend_circles,friend_circles_82,4
user_0766,friend_circles,friend_circles_82,4
user_0767,friend_circles,friend_circles_83,4
user_0768,friend_circles,friend_circles_83,4
user_0769,friend_circles,friend_circles_83,4
user_0770,friend_circles,friend_circles_83,4
user_0771,friend_circles,friend_circles_84,4
user_0772,friend_circles,friend_circles_84,4
user_0773,friend_circles,friend_circles_84,4
user_0774,friend_circles,friend_circles_84,4
user_0775,friend_circles,friend_circles_85,4
user_0776,friend_circles,friend_circles_85,4
user_0777,friend_circles,friend_circles_85,4
user_0778,friend_circles,friend_circles_85,4
user_0779,friend_circles,friend_circles_86,4
user_0780,friend_circles,friend_circles_86,4
